DATE,Station,Latitude,Longitude,Elevation,TempMax,TempMin,Rainfall,RelativeHumidity,WindSpeed,CloudCoverage,BrightSunshine,NDVI
3/1/1987,5,22.2167,91.8,5.5,30.12258065,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.408067466
4/1/1987,5,22.2167,91.8,5.5,31.07,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.410840272
5/1/1987,5,22.2167,91.8,5.5,32.79354839,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.434570683
6/1/1987,5,22.2167,91.8,5.5,31.93333333,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.416552962
7/1/1987,5,22.2167,91.8,5.5,30.6,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.399348303
8/1/1987,5,22.2167,91.8,5.5,31.05483871,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.411204721
9/1/1987,5,22.2167,91.8,5.5,31.87333333,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.41755028
10/1/1987,5,22.2167,91.8,5.5,32.39677419,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.448584654
11/1/1987,5,22.2167,91.8,5.5,30.51,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.455056895
12/1/1987,5,22.2167,91.8,5.5,27.42258065,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.457279479
1/1/1988,5,22.2167,91.8,5.5,26.89677419,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.525569
2/1/1988,5,22.2167,91.8,5.5,29.24827586,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.525569
3/1/1988,5,22.2167,91.8,5.5,31.19354839,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.525569
4/1/1988,5,22.2167,91.8,5.5,32.4,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.525569
5/1/1988,5,22.2167,91.8,5.5,32.22258065,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.525569
6/1/1988,5,22.2167,91.8,5.5,31.27666667,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.525569
7/1/1988,5,22.2167,91.8,5.5,31.43870968,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.525569
8/1/1988,5,22.2167,91.8,5.5,31.41612903,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.525569
9/1/1988,5,22.2167,91.8,5.5,32.1,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.525569
10/1/1988,5,22.2167,91.8,5.5,31.60322581,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.525569
11/1/1988,5,22.2167,91.8,5.5,30.54333333,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.525569
12/1/1988,5,22.2167,91.8,5.5,27.62903226,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.525569
1/1/1989,5,22.2167,91.8,5.5,25.05483871,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.442529
2/1/1989,5,22.2167,91.8,5.5,27.92857143,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.442529
3/1/1989,5,22.2167,91.8,5.5,31.16774194,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.442529
4/1/1989,5,22.2167,91.8,5.5,31.85333333,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.442529
5/1/1989,5,22.2167,91.8,5.5,33.10967742,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.442529
6/1/1989,5,22.2167,91.8,5.5,31.99333333,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.442529
7/1/1989,5,22.2167,91.8,5.5,30.80322581,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.442529
8/1/1989,5,22.2167,91.8,5.5,32.06451613,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.442529
9/1/1989,5,22.2167,91.8,5.5,31.58,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.442529
10/1/1989,5,22.2167,91.8,5.5,29.88064516,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.442529
11/1/1989,5,22.2167,91.8,5.5,29.54666667,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.442529
12/1/1989,5,22.2167,91.8,5.5,26.72580645,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.442529
1/1/1990,5,22.2167,91.8,5.5,25.79354839,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.472704
2/1/1990,5,22.2167,91.8,5.5,28.42142857,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.472704
3/1/1990,5,22.2167,91.8,5.5,28.7,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.472704
4/1/1990,5,22.2167,91.8,5.5,31.09,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.472704
5/1/1990,5,22.2167,91.8,5.5,32.43870968,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.472704
6/1/1990,5,22.2167,91.8,5.5,31.65666667,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.472704
7/1/1990,5,22.2167,91.8,5.5,29.97096774,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.472704
8/1/1990,5,22.2167,91.8,5.5,32.12258065,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.472704
9/1/1990,5,22.2167,91.8,5.5,32.11666667,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.472704
10/1/1990,5,22.2167,91.8,5.5,31.15483871,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.472704
11/1/1990,5,22.2167,91.8,5.5,30.14,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.472704
12/1/1990,5,22.2167,91.8,5.5,26.85806452,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.472704
1/1/1991,5,22.2167,91.8,5.5,25.11612903,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.374501
2/1/1991,5,22.2167,91.8,5.5,28.95357143,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.374501
3/1/1991,5,22.2167,91.8,5.5,32.42258065,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.374501
4/1/1991,5,22.2167,91.8,5.5,31.82333333,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.374501
5/1/1991,5,22.2167,91.8,5.5,32.1483871,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.374501
6/1/1991,5,22.2167,91.8,5.5,30.44666667,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.374501
7/1/1991,5,22.2167,91.8,5.5,31.11612903,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.374501
8/1/1991,5,22.2167,91.8,5.5,31.94516129,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.374501
9/1/1991,5,22.2167,91.8,5.5,31.25666667,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.374501
10/1/1991,5,22.2167,91.8,5.5,31.17419355,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.374501
11/1/1991,5,22.2167,91.8,5.5,28.28,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.374501
12/1/1991,5,22.2167,91.8,5.5,26.47741935,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.374501
1/1/1992,5,22.2167,91.8,5.5,24.81935484,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.122945
2/1/1992,5,22.2167,91.8,5.5,25.94482759,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.122945
3/1/1992,5,22.2167,91.8,5.5,29.55483871,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.122945
4/1/1992,5,22.2167,91.8,5.5,32.66666667,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.122945
5/1/1992,5,22.2167,91.8,5.5,32.59677419,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.122945
6/1/1992,5,22.2167,91.8,5.5,31.98333333,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.122945
7/1/1992,5,22.2167,91.8,5.5,31.0,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.122945
8/1/1992,5,22.2167,91.8,5.5,31.83870968,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.122945
9/1/1992,5,22.2167,91.8,5.5,31.71,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.122945
10/1/1992,5,22.2167,91.8,5.5,31.17741935,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.122945
11/1/1992,5,22.2167,91.8,5.5,29.46333333,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.122945
12/1/1992,5,22.2167,91.8,5.5,25.87419355,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.122945
1/1/1993,5,22.2167,91.8,5.5,25.77096774,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.480687
2/1/1993,5,22.2167,91.8,5.5,27.48928571,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.480687
3/1/1993,5,22.2167,91.8,5.5,29.63225806,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.480687
4/1/1993,5,22.2167,91.8,5.5,32.00333333,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.480687
5/1/1993,5,22.2167,91.8,5.5,32.09354839,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.480687
6/1/1993,5,22.2167,91.8,5.5,30.91,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.480687
7/1/1993,5,22.2167,91.8,5.5,31.3516129,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.480687
8/1/1993,5,22.2167,91.8,5.5,30.90967742,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.480687
9/1/1993,5,22.2167,91.8,5.5,31.36666667,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.480687
10/1/1993,5,22.2167,91.8,5.5,31.49677419,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.480687
11/1/1993,5,22.2167,91.8,5.5,29.29,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.480687
12/1/1993,5,22.2167,91.8,5.5,27.39032258,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.480687
1/1/1994,5,22.2167,91.8,5.5,26.71935484,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.376192
2/1/1994,5,22.2167,91.8,5.5,27.78214286,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.376192
3/1/1994,5,22.2167,91.8,5.5,30.3483871,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.376192
4/1/1994,5,22.2167,91.8,5.5,32.02666667,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.376192
5/1/1994,5,22.2167,91.8,5.5,32.80645161,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.376192
6/1/1994,5,22.2167,91.8,5.5,31.69,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.376192
7/1/1994,5,22.2167,91.8,5.5,31.39032258,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.376192
8/1/1994,5,22.2167,91.8,5.5,31.76451613,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.376192
9/1/1994,5,22.2167,91.8,5.5,32.5,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.376192
10/1/1994,5,22.2167,91.8,5.5,31.76451613,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.376192
11/1/1994,5,22.2167,91.8,5.5,29.80666667,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.376192
12/1/1994,5,22.2167,91.8,5.5,27.21290323,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.376192
1/1/1995,5,22.2167,91.8,5.5,26.0483871,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.30387
2/1/1995,5,22.2167,91.8,5.5,27.73571429,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.30387
3/1/1995,5,22.2167,91.8,5.5,31.97096774,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.30387
4/1/1995,5,22.2167,91.8,5.5,32.81333333,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.30387
5/1/1995,5,22.2167,91.8,5.5,33.13225806,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.30387
6/1/1995,5,22.2167,91.8,5.5,32.3,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.30387
7/1/1995,5,22.2167,91.8,5.5,31.24516129,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.30387
8/1/1995,5,22.2167,91.8,5.5,31.65806452,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.30387
9/1/1995,5,22.2167,91.8,5.5,31.89,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.30387
10/1/1995,5,22.2167,91.8,5.5,32.56774194,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.30387
11/1/1995,5,22.2167,91.8,5.5,29.19333333,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.30387
12/1/1995,5,22.2167,91.8,5.5,27.33870968,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.30387
1/1/1996,5,22.2167,91.8,5.5,26.22580645,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.364685
2/1/1996,5,22.2167,91.8,5.5,28.8862069,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.364685
3/1/1996,5,22.2167,91.8,5.5,30.58387097,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.364685
4/1/1996,5,22.2167,91.8,5.5,32.16333333,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.364685
5/1/1996,5,22.2167,91.8,5.5,33.40322581,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.364685
6/1/1996,5,22.2167,91.8,5.5,32.56666667,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.364685
7/1/1996,5,22.2167,91.8,5.5,31.99354839,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.364685
8/1/1996,5,22.2167,91.8,5.5,30.78064516,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.364685
9/1/1996,5,22.2167,91.8,5.5,32.39,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.364685
10/1/1996,5,22.2167,91.8,5.5,32.09032258,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.364685
11/1/1996,5,22.2167,91.8,5.5,30.75333333,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.364685
12/1/1996,5,22.2167,91.8,5.5,28.54516129,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.364685
1/1/1997,5,22.2167,91.8,5.5,26.00322581,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.464002
2/1/1997,5,22.2167,91.8,5.5,27.48214286,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.464002
3/1/1997,5,22.2167,91.8,5.5,30.34193548,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.464002
4/1/1997,5,22.2167,91.8,5.5,30.46333333,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.464002
5/1/1997,5,22.2167,91.8,5.5,32.47419355,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.464002
6/1/1997,5,22.2167,91.8,5.5,32.25666667,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.464002
7/1/1997,5,22.2167,91.8,5.5,31.07741935,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.464002
8/1/1997,5,22.2167,91.8,5.5,32.53225806,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.464002
9/1/1997,5,22.2167,91.8,5.5,31.85333333,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.464002
10/1/1997,5,22.2167,91.8,5.5,32.3483871,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.464002
11/1/1997,5,22.2167,91.8,5.5,31.28,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.464002
12/1/1997,5,22.2167,91.8,5.5,26.45806452,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.464002
1/1/1998,5,22.2167,91.8,5.5,25.24193548,13.7,5.368421053,72.11111111,3.033333333,0.7,6.411130628,0.388943
2/1/1998,5,22.2167,91.8,5.5,27.86785714,16.7,7.789473684,65.77777778,3.166666667,0.975,6.411130628,0.388943
3/1/1998,5,22.2167,91.8,5.5,30.43225806,21.23333333,26.84210526,71.33333333,3.8,2.15,6.411130628,0.388943
4/1/1998,5,22.2167,91.8,5.5,31.87666667,23.9,121.8421053,77.33333333,3.733333333,3.325,6.411130628,0.388943
5/1/1998,5,22.2167,91.8,5.5,33.02258065,24.93333333,340.7368421,79.66666667,3.9,4.875,6.411130628,0.388943
6/1/1998,5,22.2167,91.8,5.5,33.81666667,25.8,682.2631579,84.11111111,3.666666667,5.975,6.411130628,0.388943
7/1/1998,5,22.2167,91.8,5.5,31.30967742,25.63333333,707.1052632,86.0,3.633333333,6.325,6.411130628,0.388943
8/1/1998,5,22.2167,91.8,5.5,31.2,25.26666667,477.1578947,85.66666667,3.566666667,6.525,6.411130628,0.388943
9/1/1998,5,22.2167,91.8,5.5,32.89,25.53333333,344.1578947,84.33333333,3.233333333,5.8,6.411130628,0.388943
10/1/1998,5,22.2167,91.8,5.5,33.81612903,24.03333333,256.4736842,83.55555556,2.833333333,3.65,6.411130628,0.388943
11/1/1998,5,22.2167,91.8,5.5,32.55,19.43333333,35.36842105,78.22222222,2.566666667,1.95,6.411130628,0.388943
12/1/1998,5,22.2167,91.8,5.5,28.98064516,15.36666667,11.84210526,79.33333333,2.5,1.0,6.411130628,0.388943
1/1/1999,5,22.2167,91.8,5.5,27.53225806,13.7,0.0,72.11111111,3.033333333,0.7,6.411130628,0.495456
2/1/1999,5,22.2167,91.8,5.5,31.38214286,16.7,0.0,65.77777778,3.166666667,0.975,6.411130628,0.495456
3/1/1999,5,22.2167,91.8,5.5,32.27096774,21.23333333,1.0,71.33333333,3.8,2.15,6.411130628,0.495456
4/1/1999,5,22.2167,91.8,5.5,33.79,23.9,0.0,77.33333333,3.733333333,3.325,6.411130628,0.495456
5/1/1999,5,22.2167,91.8,5.5,32.34516129,24.93333333,403.0,79.66666667,3.9,4.875,6.411130628,0.495456
6/1/1999,5,22.2167,91.8,5.5,32.20333333,25.8,896.0,84.11111111,3.666666667,5.975,6.411130628,0.495456
7/1/1999,5,22.2167,91.8,5.5,31.89032258,25.63333333,609.0,86.0,3.633333333,6.325,6.411130628,0.495456
8/1/1999,5,22.2167,91.8,5.5,31.03548387,25.26666667,834.0,85.66666667,3.566666667,6.525,6.411130628,0.495456
9/1/1999,5,22.2167,91.8,5.5,32.0,25.53333333,244.0,84.33333333,3.233333333,5.8,6.411130628,0.495456
10/1/1999,5,22.2167,91.8,5.5,32.07419355,24.03333333,198.0,83.55555556,2.833333333,3.65,6.411130628,0.495456
11/1/1999,5,22.2167,91.8,5.5,31.0,19.43333333,11.0,78.22222222,2.566666667,1.95,6.411130628,0.495456
12/1/1999,5,22.2167,91.8,5.5,28.12580645,15.36666667,81.0,79.33333333,2.5,1.0,6.411130628,0.495456
1/1/2000,5,22.2167,91.8,5.5,27.87741935,13.7,34.0,72.11111111,3.033333333,0.7,6.411130628,0.375009
2/1/2000,5,22.2167,91.8,5.5,28.57586207,16.7,10.0,65.77777778,3.166666667,0.975,6.411130628,0.375009
3/1/2000,5,22.2167,91.8,5.5,31.31935484,21.23333333,46.0,71.33333333,3.8,2.15,6.411130628,0.375009
4/1/2000,5,22.2167,91.8,5.5,32.19666667,23.9,119.0,77.33333333,3.733333333,3.325,6.411130628,0.375009
5/1/2000,5,22.2167,91.8,5.5,31.32258065,24.93333333,464.0,79.66666667,3.9,4.875,6.411130628,0.375009
6/1/2000,5,22.2167,91.8,5.5,31.12666667,25.8,622.0,84.11111111,3.666666667,5.975,6.411130628,0.375009
7/1/2000,5,22.2167,91.8,5.5,30.58709677,25.63333333,708.0,86.0,3.633333333,6.325,6.411130628,0.375009
8/1/2000,5,22.2167,91.8,5.5,31.09354839,25.26666667,564.0,85.66666667,3.566666667,6.525,6.411130628,0.375009
9/1/2000,5,22.2167,91.8,5.5,31.75666667,25.53333333,165.0,84.33333333,3.233333333,5.8,6.411130628,0.375009
10/1/2000,5,22.2167,91.8,5.5,31.62903226,24.03333333,488.0,83.55555556,2.833333333,3.65,6.411130628,0.375009
11/1/2000,5,22.2167,91.8,5.5,31.31,19.43333333,15.0,78.22222222,2.566666667,1.95,6.411130628,0.375009
12/1/2000,5,22.2167,91.8,5.5,28.6516129,15.36666667,0.0,79.33333333,2.5,1.0,6.411130628,0.375009
1/1/2001,5,22.2167,91.8,5.5,26.63225806,13.7,0.0,72.11111111,3.033333333,0.7,6.411130628,0.260329
2/1/2001,5,22.2167,91.8,5.5,29.73214286,16.7,7.0,65.77777778,3.166666667,0.975,6.411130628,0.260329
3/1/2001,5,22.2167,91.8,5.5,33.01935484,21.23333333,8.0,71.33333333,3.8,2.15,6.411130628,0.260329
4/1/2001,5,22.2167,91.8,5.5,33.8,23.9,40.0,77.33333333,3.733333333,3.325,6.411130628,0.260329
5/1/2001,5,22.2167,91.8,5.5,31.66774194,24.93333333,461.0,79.66666667,3.9,4.875,6.411130628,0.260329
6/1/2001,5,22.2167,91.8,5.5,30.27666667,25.8,601.0,84.11111111,3.666666667,5.975,6.411130628,0.260329
7/1/2001,5,22.2167,91.8,5.5,30.84516129,25.63333333,385.0,86.0,3.633333333,6.325,6.411130628,0.260329
8/1/2001,5,22.2167,91.8,5.5,31.89032258,25.26666667,237.0,85.66666667,3.566666667,6.525,6.411130628,0.260329
